date,close,volume
2024-08-05,1917.5,2269000
2024-08-06,2078.5,1808200
2024-08-07,2090.5,1479700
2024-08-08,2089.0,1110900
2024-08-09,2094.0,1227200
2024-08-13,2100.5,1546200
2024-08-14,2146.0,1246100
2024-08-15,2254.5,3180000
2024-08-16,2347.5,1998100
2024-08-19,2384.0,1672400
2024-08-20,2450.0,1431800
2024-08-21,2517.0,1928900
2024-08-22,2529.0,2019600
2024-08-23,2618.0,2233700
2024-08-26,2632.0,1295700
2024-08-27,2649.0,1023400
2024-08-28,2691.0,1159300
2024-08-29,2667.0,1376100
2024-08-30,2670.5,1494300
2024-09-02,2619.0,930400
2024-09-03,2692.0,998200
2024-09-04,2653.5,875800
2024-09-05,2681.5,1345500
2024-09-06,2746.5,2081700
2024-09-09,2766.0,1074900
2024-09-10,2740.0,1164700
2024-09-11,2702.0,1251900
2024-09-12,2732.5,1574000
2024-09-13,2619.0,2288300
2024-09-17,2596.0,1619200
2024-09-18,2599.0,814200
2024-09-19,2571.0,1632200
2024-09-20,2587.5,1330600
2024-09-24,2592.5,1462800
2024-09-25,2567.0,863800
2024-09-26,2584.0,1268000
2024-09-27,2634.0,1418100
2024-09-30,2521.0,1062200
2024-10-01,2533.5,758100
2024-10-02,2474.0,1309700
2024-10-03,2498.5,970900
2024-10-04,2512.5,972500
2024-10-07,2510.0,1358200
2024-10-08,2444.0,1637200
2024-10-09,2554.0,1310900
2024-10-10,2552.0,1311500
2024-10-11,2527.5,1018200
2024-10-15,2537.0,1175700
2024-10-16,2466.5,828500
2024-10-17,2456.5,955200
2024-10-18,2447.0,550000
2024-10-21,2492.0,764100
2024-10-22,2493.0,907700
2024-10-23,2476.5,610100
2024-10-24,2475.5,590600
2024-10-25,2445.5,749700
2024-10-28,2449.0,800900
2024-10-29,2472.5,684800
2024-10-30,2455.0,1150600
2024-10-31,2467.5,943600
2024-11-01,2433.0,575700
2024-11-05,2475.5,662100
2024-11-06,2452.5,953500
2024-11-07,2424.0,913600
2024-11-08,2478.0,790600
2024-11-11,2485.0,591300
2024-11-12,2466.5,754300
2024-11-13,2455.0,742900
2024-11-14,2447.0,1088700
2024-11-15,2601.5,2710700
2024-11-18,2548.5,1683100
2024-11-19,2575.0,1309500
2024-11-20,2559.5,701400
2024-11-21,2619.0,883700
2024-11-22,2620.5,665300
2024-11-25,2691.5,1053400
2024-11-26,2719.5,1120000
2024-11-27,2715.0,819400
2024-11-28,2679.5,707900
2024-11-29,2590.5,1192500
2024-12-02,2609.0,750500
2024-12-03,2665.5,996500
2024-12-04,2692.0,921800
2024-12-05,2680.0,826500
2024-12-06,2636.0,616000
2024-12-09,2631.5,526600
2024-12-10,2618.5,532500
2024-12-11,2639.5,611700
2024-12-12,2634.0,935000
2024-12-13,2571.5,1065000
2024-12-16,2517.0,752900
2024-12-17,2533.5,826300
2024-12-18,2510.5,804400
2024-12-19,2506.5,680400
2024-12-20,2527.0,1011900
2024-12-23,2554.0,537500
2024-12-24,2545.0,378000
2024-12-25,2533.5,407100
2024-12-26,2529.0,676100
2024-12-27,2598.0,569900
2024-12-30,2576.0,516600
2025-01-06,2512.0,902000
2025-01-07,2523.5,754000
2025-01-08,2539.0,766900
2025-01-09,2526.0,473900
2025-01-10,2525.5,460700
2025-01-14,2508.0,842000
2025-01-15,2466.0,745000
2025-01-16,2471.5,765800
2025-01-17,2484.0,649700
2025-01-20,2524.5,637000
2025-01-21,2553.0,449900
2025-01-22,2636.5,745800
2025-01-23,2621.0,569100
2025-01-24,2661.5,733600
2025-01-27,2637.5,819500
2025-01-28,2673.5,762800
2025-01-29,2652.5,583700
2025-01-30,2661.5,492500
2025-01-31,2618.0,419400
2025-02-03,2554.5,773700
2025-02-04,2548.5,526300
2025-02-05,2537.0,408200
2025-02-06,2592.5,596400
2025-02-07,2544.0,466300
2025-02-10,2551.0,464700
2025-02-12,2543.5,971100
2025-02-13,2567.0,660400
2025-02-14,2546.5,973300
2025-02-17,2676.0,1908900
2025-02-18,2737.5,1223400
2025-02-19,2793.0,1250700
2025-02-20,2696.5,1007100
2025-02-21,2633.5,1143300
2025-02-25,2653.5,951000
2025-02-26,2540.5,1363100
2025-02-27,2467.0,1378000
2025-02-28,2442.0,1351800
2025-03-03,2409.0,1572500
2025-03-04,2382.0,2085700
2025-03-05,2420.5,1740200
2025-03-06,2526.5,1135800
2025-03-07,2470.0,868800
2025-03-10,2439.5,857100
2025-03-11,2343.0,1670400
2025-03-12,2388.5,1302800
2025-03-13,2379.0,728800
2025-03-14,2374.5,961100
2025-03-17,2365.5,568400
2025-03-18,2417.5,788200
2025-03-19,2372.5,681800
2025-03-21,2400.5,676200
2025-03-24,2366.0,608300
2025-03-25,2402.0,693700
2025-03-26,2420.0,863400
2025-03-27,2451.5,818200
2025-03-28,2419.0,535600
2025-03-31,2404.5,801000
2025-04-01,2457.0,1187300
2025-04-02,2432.0,846800
2025-04-03,2230.0,1893600
2025-04-04,2165.5,2216200
2025-04-07,2123.0,1798600
2025-04-08,2193.5,1354800
2025-04-09,2137.0,1057000
2025-04-10,2280.0,1100800
2025-04-11,2183.0,1221300
2025-04-14,2173.5,776000
2025-04-15,2177.5,1103200
2025-04-16,2177.5,848600
2025-04-17,2157.5,543300
2025-04-18,2184.0,316000
2025-04-21,2126.5,621800
2025-04-22,2143.5,626900
2025-04-23,2176.0,923800
2025-04-24,2194.0,540800
2025-04-25,2203.0,725400
2025-04-28,2208.0,699900
2025-04-30,2192.5,790000
2025-05-01,2181.5,932700
2025-05-02,2220.5,582500
2025-05-07,2204.5,830800
2025-05-08,2195.0,565100
2025-05-09,2232.0,646600
2025-05-12,2230.5,767400
2025-05-13,2260.5,832700
2025-05-14,2194.5,1247300
2025-05-15,2195.0,821500
2025-05-16,2361.0,2723200
2025-05-19,2247.0,1617700
2025-05-20,2243.5,1355400
2025-05-21,2224.0,1006900
2025-05-22,2204.0,1209400
2025-05-23,2209.0,703000
2025-05-26,2229.5,676800
2025-05-27,2250.0,695600
2025-05-28,2217.0,925900
2025-05-29,2254.0,886800
2025-05-30,2243.5,748300
2025-06-02,2234.0,913800
2025-06-03,2252.5,742200
2025-06-04,2286.0,886900
2025-06-05,2307.5,1088000
2025-06-06,2336.0,1097700
2025-06-09,2329.5,612100
2025-06-10,2335.0,478700
2025-06-11,2358.5,560300
2025-06-12,2392.0,987400
2025-06-13,2339.5,1166900
