date,close,volume
2024-08-05,2720.7,59332200
2024-08-06,2666.7,136092300
2024-08-07,2939.7,95068200
2024-08-08,2882.3,50448600
2024-08-09,2989.3,46377300
2024-08-13,3106.0,33330000
2024-08-14,3132.3,28711800
2024-08-15,3233.0,44562900
2024-08-16,3398.3,34239600
2024-08-19,3346.7,22466100
2024-08-20,3333.3,16542900
2024-08-21,3299.3,16998000
2024-08-22,3266.7,17846100
2024-08-23,3296.3,20708400
2024-08-26,3189.0,23720400
2024-08-27,3177.3,25393500
2024-08-28,3201.3,16914000
2024-08-29,3190.3,20072700
2024-08-30,3183.3,25385100
2024-09-02,3199.0,17698800
2024-09-03,3303.3,21498900
2024-09-04,3138.3,33629100
2024-09-05,3108.0,26661900
2024-09-06,3060.0,19848900
2024-09-09,2996.7,26833200
2024-09-10,3012.0,22665000
2024-09-11,2961.0,20307300
2024-09-12,3017.0,18226200
2024-09-13,2994.0,18923700
2024-09-17,2916.7,26929500
2024-09-18,2931.7,17233800
2024-09-19,2982.0,20576400
2024-09-20,3037.3,29928900
2024-09-24,3044.7,20682300
2024-09-25,2960.7,22778100
2024-09-26,3058.0,26478900
2024-09-27,2954.5,22702900
2024-09-30,3045.0,32640900
2024-10-01,3101.0,21763200
2024-10-02,3032.0,15594200
2024-10-03,3032.0,17972100
2024-10-04,3089.0,15519300
2024-10-07,3207.0,22217000
2024-10-08,3093.0,16918800
2024-10-09,3081.0,9839400
2024-10-10,3121.0,8754400
2024-10-11,3167.0,13930000
2024-10-15,3217.0,15063200
2024-10-16,3200.0,10573600
2024-10-17,3242.0,11520800
2024-10-18,3263.0,11584600
2024-10-21,3202.0,9576400
2024-10-22,3160.0,10213200
2024-10-23,3124.0,9170500
2024-10-24,3115.0,11183800
2024-10-25,3103.0,9537800
2024-10-28,3160.0,13660600
2024-10-29,3242.0,12448500
2024-10-30,3270.0,16407200
2024-10-31,3273.0,13424200
2024-11-01,3239.0,13234600
2024-11-05,3248.0,9057000
2024-11-06,3473.0,31687100
2024-11-07,3563.0,34288300
2024-11-08,3571.0,14215700
2024-11-11,3547.0,10367000
2024-11-12,3588.0,16114400
2024-11-13,3596.0,14563300
2024-11-14,3614.0,14810500
