date,close,volume
2024-08-05,1166.7,96900
2024-08-06,1238.3,82200
2024-08-07,1281.7,50700
2024-08-08,1276.7,63000
2024-08-09,1288.3,52800
2024-08-13,1321.7,27300
2024-08-14,1343.3,29400
2024-08-15,1351.7,28200
2024-08-16,1390.0,28500
2024-08-19,1350.0,34500
2024-08-20,1366.7,21300
2024-08-21,1365.0,21900
2024-08-22,1343.3,49800
2024-08-23,1326.7,33300
2024-08-26,1341.7,16800
2024-08-27,1363.3,29100
2024-08-28,1356.7,12600
2024-08-29,1360.0,24300
2024-08-30,1365.0,21900
2024-09-02,1378.3,29100
2024-09-03,1390.0,14700
2024-09-04,1341.7,51600
2024-09-05,1346.7,30600
2024-09-06,1330.0,39600
2024-09-09,1325.0,32100
2024-09-10,1321.7,19500
2024-09-11,1288.3,63300
2024-09-12,1326.7,129600
2024-09-13,1300.0,144600
2024-09-17,1326.7,66000
2024-09-18,1360.0,93900
2024-09-19,1400.0,70500
2024-09-20,1431.7,78600
2024-09-24,1440.0,69300
2024-09-25,1433.3,51300
2024-09-26,1461.7,85200
2024-09-27,1461.7,110100
2024-09-30,1435.0,107100
2024-10-01,1436.7,83400
2024-10-02,1401.7,163800
2024-10-03,1395.0,136800
2024-10-04,1390.0,96600
2024-10-07,1385.0,165300
2024-10-08,1383.3,96900
2024-10-09,1368.3,143400
2024-10-10,1353.3,123000
2024-10-11,1346.7,135900
2024-10-15,1345.0,199500
2024-10-16,1333.3,165300
2024-10-17,1313.3,190800
2024-10-18,1325.0,85500
2024-10-21,1323.3,140700
2024-10-22,1306.7,165600
2024-10-23,1281.7,188700
2024-10-24,1270.0,225300
2024-10-25,1251.7,200400
2024-10-28,1273.3,237000
2024-10-29,1286.7,592200
2024-10-30,1255.0,476700
2024-10-31,1258.3,141000
2024-11-01,1231.7,120900
2024-11-05,1258.3,100500
2024-11-06,1270.0,115500
2024-11-07,1295.0,189300
2024-11-08,1311.7,173700
2024-11-11,1295.0,73200
2024-11-12,1316.7,103800
2024-11-13,1316.7,81600
2024-11-14,1306.7,94800
2024-11-15,1313.3,45900
2024-11-18,1300.0,57600
2024-11-19,1288.3,52500
2024-11-20,1290.0,45300
2024-11-21,1288.3,38400
2024-11-22,1295.0,56100
