date,close,volume
2024-08-05,1879.0,353900
2024-08-06,2018.0,340700
2024-08-07,2011.0,270100
2024-08-08,1979.0,333100
2024-08-09,2056.0,307600
2024-08-13,2097.0,164200
2024-08-14,2075.0,165600
2024-08-15,2096.0,117800
2024-08-16,2105.0,103600
2024-08-19,2070.0,145400
2024-08-20,2116.0,91500
2024-08-21,2111.0,132900
2024-08-22,2106.0,122900
2024-08-23,2119.0,90200
2024-08-26,2116.0,148900
2024-08-27,2168.0,121400
2024-08-28,2203.0,199700
2024-08-29,2165.0,201900
2024-08-30,2174.0,114200
2024-09-02,2135.0,89200
2024-09-03,2138.0,72200
2024-09-04,2114.0,102900
2024-09-05,2129.0,109800
2024-09-06,2119.0,84700
2024-09-09,2136.0,159100
2024-09-10,2152.0,115500
2024-09-11,2114.0,123500
2024-09-12,2111.0,88100
2024-09-13,2090.0,176100
2024-09-17,2109.0,155200
2024-09-18,2127.0,120700
2024-09-19,2108.0,140000
2024-09-20,2109.0,161700
2024-09-24,2144.0,155000
2024-09-25,2139.0,90800
2024-09-26,2178.0,126900
2024-09-27,2161.0,99000
2024-09-30,2165.0,276400
2024-10-01,2227.0,230400
2024-10-02,2264.0,295900
2024-10-03,2250.0,284600
2024-10-04,2267.0,189600
2024-10-07,2284.0,217800
2024-10-08,2289.0,210900
2024-10-09,2319.0,197000
2024-10-10,2288.0,201900
2024-10-11,2255.0,189700
2024-10-15,2268.0,238300
2024-10-16,2253.0,159700
2024-10-17,2248.0,123300
2024-10-18,2270.0,126300
2024-10-21,2264.0,84200
2024-10-22,2238.0,101600
2024-10-23,2238.0,116300
2024-10-24,2237.0,87000
2024-10-25,2218.0,92600
2024-10-28,2206.0,104800
2024-10-29,2217.0,94800
2024-10-30,2232.0,370800
2024-10-31,2235.0,133500
2024-11-01,2190.0,107100
2024-11-05,2203.0,97900
2024-11-06,2195.0,98800
2024-11-07,2270.0,191700
2024-11-08,2136.0,408000
2024-11-11,2145.0,175500
2024-11-12,2132.0,195900
2024-11-13,2166.0,211000
2024-11-14,2150.0,136400
2024-11-15,2142.0,114300
2024-11-18,2174.0,129900
2024-11-19,2182.0,94100
2024-11-20,2152.0,79600
2024-11-21,2147.0,64800
2024-11-22,2166.0,95700
2024-11-25,2159.0,93900
2024-11-26,2179.0,55900
2024-11-27,2157.0,115400
2024-11-28,2170.0,69800
2024-11-29,2180.0,92600
2024-12-02,2188.0,78600
2024-12-03,2216.0,136300
2024-12-04,2195.0,88500
2024-12-05,2195.0,78400
2024-12-06,2214.0,79400
2024-12-09,2214.0,118700
2024-12-10,2191.0,121800
2024-12-11,2197.0,98600
2024-12-12,2206.0,154800
2024-12-13,2224.0,220400
2024-12-16,2239.0,124000
2024-12-17,2210.0,90200
2024-12-18,2201.0,82500
2024-12-19,2230.0,152600
2024-12-20,2242.0,129800
2024-12-23,2229.0,89100
2024-12-24,2212.0,74200
2024-12-25,2208.0,58200
2024-12-26,2214.0,91700
2024-12-27,2209.0,105500
2024-12-30,2220.0,83800
2025-01-06,2219.0,118200
2025-01-07,2256.0,184500
2025-01-08,2223.0,135500
2025-01-09,2224.0,98400
2025-01-10,2205.0,56700
2025-01-14,2152.0,167900
2025-01-15,2183.0,96700
2025-01-16,2163.0,96100
2025-01-17,2180.0,153400
2025-01-20,2162.0,61900
2025-01-21,2155.0,90500
2025-01-22,2163.0,67400
2025-01-23,2157.0,72400
2025-01-24,2158.0,63800
2025-01-27,2169.0,58600
2025-01-28,2180.0,163900
2025-01-29,2192.0,95700
2025-01-30,2191.0,107300
2025-01-31,2193.0,87300
2025-02-03,2196.0,119000
2025-02-04,2185.0,95100
2025-02-05,2190.0,89600
2025-02-06,2226.0,124200
