date,close,volume
2024-08-05,1916.0,1477200
2024-08-06,2037.7,1063200
2024-08-07,2078.0,1207200
2024-08-08,2045.0,839700
2024-08-09,2106.7,1605300
2024-08-13,2106.7,1393200
2024-08-14,2094.0,842400
2024-08-15,2137.0,663600
2024-08-16,2107.7,743100
2024-08-19,2106.7,592500
2024-08-20,2148.0,557100
2024-08-21,2029.7,1654500
2024-08-22,2039.3,954900
2024-08-23,2016.7,731400
2024-08-26,2010.3,595500
2024-08-27,2012.7,932100
2024-08-28,2070.3,658800
2024-08-29,2053.3,498300
2024-08-30,2066.0,582000
2024-09-02,2030.3,557100
2024-09-03,2011.7,399900
2024-09-04,1988.3,517800
2024-09-05,2022.7,868800
2024-09-06,2031.7,708600
2024-09-09,2048.7,618600
2024-09-10,2098.7,757200
2024-09-11,2045.3,923400
2024-09-12,2059.7,886200
2024-09-13,1983.3,1170900
2024-09-17,1998.0,828300
2024-09-18,2026.7,561600
2024-09-19,2067.0,688500
2024-09-20,2054.7,871800
2024-09-24,2116.0,578400
2024-09-25,2124.0,418500
2024-09-26,2140.0,783300
2024-09-27,2078.5,512000
2024-09-30,2037.5,472000
2024-10-01,2070.0,490800
2024-10-02,2101.0,601300
2024-10-03,2083.5,660300
2024-10-04,2133.0,782000
2024-10-07,2146.5,664600
2024-10-08,2121.5,717200
2024-10-09,2150.0,575700
2024-10-10,2160.0,682700
2024-10-11,2115.0,857300
2024-10-15,2118.0,713000
2024-10-16,2093.0,566100
2024-10-17,2056.0,527900
2024-10-18,2042.0,1070500
2024-10-21,2057.0,601600
2024-10-22,2015.0,776800
2024-10-23,1993.0,674600
2024-10-24,2013.0,503400
2024-10-25,1984.5,626100
2024-10-28,2022.0,623800
2024-10-29,2025.5,653800
2024-10-30,2022.5,3221800
2024-10-31,2049.0,562700
2024-11-01,1989.0,578800
2024-11-05,2000.0,657600
2024-11-06,1996.5,600100
2024-11-07,1989.0,1021200
2024-11-08,1971.5,1417600
2024-11-11,2028.5,1532600
2024-11-12,1892.0,2369400
2024-11-13,1925.0,1160200
2024-11-14,1917.5,848400
2024-11-15,1916.5,763900
2024-11-18,1902.0,750100
2024-11-19,1918.0,617600
2024-11-20,1947.0,670700
2024-11-21,1974.5,816000
2024-11-22,1972.0,714000
2024-11-25,1987.5,708400
2024-11-26,2016.5,707700
2024-11-27,2052.5,687600
2024-11-28,2176.5,1399800
2024-11-29,2174.5,944800
2024-12-02,2154.0,673300
2024-12-03,2173.0,730800
2024-12-04,2158.5,556000
2024-12-05,2132.5,454300
2024-12-06,2076.0,738700
2024-12-09,2052.5,639800
2024-12-10,2021.0,509400
2024-12-11,2050.5,422500
2024-12-12,2048.5,638800
2024-12-13,2042.0,798400
2024-12-16,2032.5,559500
2024-12-17,2025.0,372600
2024-12-18,2008.0,505700
2024-12-19,2050.0,534100
2024-12-20,2178.5,1216500
2024-12-23,2180.5,862300
2024-12-24,2200.5,774000
2024-12-25,2139.0,414200
2024-12-26,2152.0,363900
2024-12-27,2163.5,381000
2024-12-30,2151.0,364500
2025-01-06,2144.0,503000
2025-01-07,2174.0,657900
2025-01-08,2125.5,473800
2025-01-09,2237.5,1149700
2025-01-10,2184.5,770400
2025-01-14,2136.5,881100
2025-01-15,2110.0,499100
2025-01-16,2050.5,941700
2025-01-17,2014.5,670400
2025-01-20,2021.0,647100
2025-01-21,2025.5,504300
2025-01-22,2030.5,591200
2025-01-23,2013.5,677100
2025-01-24,2027.0,764700
2025-01-27,2031.5,549400
2025-01-28,2004.0,605200
2025-01-29,2004.0,477500
2025-01-30,2007.5,442200
2025-01-31,2011.0,487900
